# SentenceBreakProperty-6.3.0.txt
# Date: 2013-09-25, 18:59:01 GMT [MD]
#
# Unicode Character Database
# Copyright (c) 1991-2013 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr44/

# ================================================

# Property:	Sentence_Break

#  All code points not explicitly listed for Sentence_Break
#  have the value Other (XX).

# @missing: 0000..10FFFF; Other

# ================================================

A744          ; Upper # L&       LATIN CAPITAL LETTER K WITH STROKE AND DIAGONAL STROKE
A746          ; Upper # L&       LATIN CAPITAL LETTER BROKEN L
A748          ; Upper # L&       LATIN CAPITAL LETTER L WITH HIGH STROKE
A74A          ; Upper # L&       LATIN CAPITAL LETTER O WITH LONG STROKE OVERLAY
A74C          ; Upper # L&       LATIN CAPITAL LETTER O WITH LOOP
A74E          ; Upper # L&       LATIN CAPITAL LETTER OO
A750          ; Upper # L&       LATIN CAPITAL LETTER P WITH STROKE THROUGH DESCENDER
A752          ; Upper # L&       LATIN CAPITAL LETTER P WITH FLOURISH
A754          ; Upper # L&       LATIN CAPITAL LETTER P WITH SQUIRREL TAIL
A756          ; Upper # L&       LATIN CAPITAL LETTER Q WITH STROKE THROUGH DESCENDER
A758          ; Upper # L&       LATIN CAPITAL LETTER Q WITH DIAGONAL STROKE
A75A          ; Upper # L&       LATIN CAPITAL LETTER R ROTUNDA
A75C          ; Upper # L&       LATIN CAPITAL LETTER RUM ROTUNDA
A75E          ; Upper # L&       LATIN CAPITAL LETTER V WITH DIAGONAL STROKE
A760          ; Upper # L&       LATIN CAPITAL LETTER VY
A762          ; Upper # L&       LATIN CAPITAL LETTER VISIGOTHIC Z
A764          ; Upper # L&       LATIN CAPITAL LETTER THORN WITH STROKE
A766          ; Upper # L&       LATIN CAPITAL LETTER THORN WITH STROKE THROUGH DESCENDER
A768          ; Upper # L&       LATIN CAPITAL LETTER VEND
A76A          ; Upper # L&       LATIN CAPITAL LETTER ET
A76C          ; Upper # L&       LATIN CAPITAL LETTER IS
A76E          ; Upper # L&       LATIN CAPITAL LETTER CON
A779          ; Upper # L&       LATIN CAPITAL LETTER INSULAR D
A77B          ; Upper # L&       LATIN CAPITAL LETTER INSULAR F
A77D..A77E    ; Upper # L&   [2] LATIN CAPITAL LETTER INSULAR G..LATIN CAPITAL LETTER TURNED INSULAR G
A780          ; Upper # L&       LATIN CAPITAL LETTER TURNED L
A782          ; Upper # L&       LATIN CAPITAL LETTER INSULAR R
A784          ; Upper # L&       LATIN CAPITAL LETTER INSULAR S
A786          ; Upper # L&       LATIN CAPITAL LETTER INSULAR T
A78B          ; Upper # L&       LATIN CAPITAL LETTER SALTILLO
A78D          ; Upper # L&       LATIN CAPITAL LETTER TURNED H
A790          ; Upper # L&       LATIN CAPITAL LETTER N WITH DESCENDER
A792          ; Upper # L&       LATIN CAPITAL LETTER C WITH BAR
A7A0          ; Upper # L&       LATIN CAPITAL LETTER G WITH OBLIQUE STROKE
A7A2          ; Upper # L&       LATIN CAPITAL LETTER K WITH OBLIQUE STROKE
A7A4          ; Upper # L&       LATIN CAPITAL LETTER N WITH OBLIQUE STROKE
A7A6          ; Upper # L&       LATIN CAPITAL LETTER R WITH OBLIQUE STROKE
A7A8          ; Upper # L&       LATIN CAPITAL LETTER S WITH OBLIQUE STROKE
A7AA          ; Upper # L&       LATIN CAPITAL LETTER H WITH HOOK
FF21..FF3A    ; Upper # L&  [26] FULLWIDTH LATIN CAPITAL LETTER A..FULLWIDTH LATIN CAPITAL LETTER Z
10400..10427  ; Upper # L&  [40] DESERET CAPITAL LETTER LONG I..DESERET CAPITAL LETTER EW
1D400..1D419  ; Upper # L&  [26] MATHEMATICAL BOLD CAPITAL A..MATHEMATICAL BOLD CAPITAL Z
1D434..1D44D  ; Upper # L&  [26] MATHEMATICAL ITALIC CAPITAL A..MATHEMATICAL ITALIC CAPITAL Z
1D468..1D481  ; Upper # L&  [26] MATHEMATICAL BOLD ITALIC CAPITAL A..MATHEMATICAL BOLD ITALIC CAPITAL Z
1D49C         ; Upper # L&       MATHEMATICAL SCRIPT CAPITAL A
1D49E..1D49F  ; Upper # L&   [2] MATHEMATICAL SCRIPT CAPITAL C..MATHEMATICAL SCRIPT CAPITAL D
1D4A2         ; Upper # L&       MATHEMATICAL SCRIPT CAPITAL G
1D4A5..1D4A6  ; Upper # L&   [2] MATHEMATICAL SCRIPT CAPITAL J..MATHEMATICAL SCRIPT CAPITAL K
1D4A9..1D4AC  ; Upper # L&   [4] MATHEMATICAL SCRIPT CAPITAL N..MATHEMATICAL SCRIPT CAPITAL Q
1D4AE..1D4B5  ; Upper # L&   [8] MATHEMATICAL SCRIPT CAPITAL S..MATHEMATICAL SCRIPT CAPITAL Z
1D4D0..1D4E9  ; Upper # L&  [26] MATHEMATICAL BOLD SCRIPT CAPITAL A..MATHEMATICAL BOLD SCRIPT CAPITAL Z
1D504..1D505  ; Upper # L&   [2] MATHEMATICAL FRAKTUR CAPITAL A..MATHEMATICAL FRAKTUR CAPITAL B
1D507..1D50A  ; Upper # L&   [4] MATHEMATICAL FRAKTUR CAPITAL D..MATHEMATICAL FRAKTUR CAPITAL G
1D50D..1D514  ; Upper # L&   [8] MATHEMATICAL FRAKTUR CAPITAL J..MATHEMATICAL FRAKTUR CAPITAL Q
1D516..1D51C  ; Upper # L&   [7] MATHEMATICAL FRAKTUR CAPITAL S..MATHEMATICAL FRAKTUR CAPITAL Y
1D538..1D539  ; Upper # L&   [2] MATHEMATICAL DOUBLE-STRUCK CAPITAL A..MATHEMATICAL DOUBLE-STRUCK CAPITAL B
1D53B..1D53E  ; Upper # L&   [4] MATHEMATICAL DOUBLE-STRUCK CAPITAL D..MATHEMATICAL DOUBLE-STRUCK CAPITAL G
1D540..1D544  ; Upper # L&   [5] MATHEMATICAL DOUBLE-STRUCK CAPITAL I..MATHEMATICAL DOUBLE-STRUCK CAPITAL M
1D546         ; Upper # L&       MATHEMATICAL DOUBLE-STRUCK CAPITAL O
1D54A..1D550  ; Upper # L&   [7] MATHEMATICAL DOUBLE-STRUCK CAPITAL S..MATHEMATICAL DOUBLE-STRUCK CAPITAL Y
1D56C..1D585  ; Upper # L&  [26] MATHEMATICAL BOLD FRAKTUR CAPITAL A..MATHEMATICAL BOLD FRAKTUR CAPITAL Z
1D5A0..1D5B9  ; Upper # L&  [26] MATHEMATICAL SANS-SERIF CAPITAL A..MATHEMATICAL SANS-SERIF CAPITAL Z
1D5D4..1D5ED  ; Upper # L&  [26] MATHEMATICAL SANS-SERIF BOLD CAPITAL A..MATHEMATICAL SANS-SERIF BOLD CAPITAL Z
1D608..1D621  ; Upper # L&  [26] MATHEMATICAL SANS-SERIF ITALIC CAPITAL A..MATHEMATICAL SANS-SERIF ITALIC CAPITAL Z
1D63C..1D655  ; Upper # L&  [26] MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL A..MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Z
1D670..1D689  ; Upper # L&  [26] MATHEMATICAL MONOSPACE CAPITAL A..MATHEMATICAL MONOSPACE CAPITAL Z
1D6A8..1D6C0  ; Upper # L&  [25] MATHEMATICAL BOLD CAPITAL ALPHA..MATHEMATICAL BOLD CAPITAL OMEGA
1D6E2..1D6FA  ; Upper # L&  [25] MATHEMATICAL ITALIC CAPITAL ALPHA..MATHEMATICAL ITALIC CAPITAL OMEGA
1D71C..1D734  ; Upper # L&  [25] MATHEMATICAL BOLD ITALIC CAPITAL ALPHA..MATHEMATICAL BOLD ITALIC CAPITAL OMEGA
1D756..1D76E  ; Upper # L&  [25] MATHEMATICAL SANS-SERIF BOLD CAPITAL ALPHA..MATHEMATICAL SANS-SERIF BOLD CAPITAL OMEGA
1D790..1D7A8  ; Upper # L&  [25] MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL ALPHA..MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL OMEGA
1D7CA         ; Upper # L&       MATHEMATICAL BOLD CAPITAL DIGAMMA

# Total code points: 1514

# ================================================

01BB          ; OLetter # Lo       LATIN LETTER TWO WITH STROKE
01C0..01C3    ; OLetter # Lo   [4] LATIN LETTER DENTAL CLICK..LATIN LETTER RETROFLEX CLICK
0294          ; OLetter # Lo       LATIN LETTER GLOTTAL STOP
02B9..02BF    ; OLetter # Lm   [7] MODIFIER LETTER PRIME..MODIFIER LETTER LEFT HALF RING
02C6..02D1    ; OLetter # Lm  [12] MODIFIER LETTER CIRCUMFLEX ACCENT..MODIFIER LETTER HALF TRIANGULAR COLON
02EC          ; OLetter # Lm       MODIFIER LETTER VOICING
02EE          ; OLetter # Lm       MODIFIER LETTER DOUBLE APOSTROPHE
0374          ; OLetter # Lm       GREEK NUMERAL SIGN
0559          ; OLetter # Lm       ARMENIAN MODIFIER LETTER LEFT HALF RING
05D0..05EA    ; OLetter # Lo  [27] HEBREW LETTER ALEF..HEBREW LETTER TAV
05F0..05F2    ; OLetter # Lo   [3] HEBREW LIGATURE YIDDISH DOUBLE VAV..HEBREW LIGATURE YIDDISH DOUBLE YOD
05F3          ; OLetter # Po       HEBREW PUNCTUATION GERESH
0620..063F    ; OLetter # Lo  [32] ARABIC LETTER KASHMIRI YEH..ARABIC LETTER FARSI YEH WITH THREE DOTS ABOVE
0640          ; OLetter # Lm       ARABIC TATWEEL
0641..064A    ; OLetter # Lo  [10] ARABIC LETTER FEH..ARABIC LETTER YEH
066E..066F    ; OLetter # Lo   [2] ARABIC LETTER DOTLESS BEH..ARABIC LETTER DOTLESS QAF
0671..06D3    ; OLetter # Lo  [99] ARABIC LETTER ALEF WASLA..ARABIC LETTER YEH BARREE WITH HAMZA ABOVE
06D5          ; OLetter # Lo       ARABIC LETTER AE
06E5..06E6    ; OLetter # Lm   [2] ARABIC SMALL WAW..ARABIC SMALL YEH
06EE..06EF    ; OLetter # Lo   [2] ARABIC LETTER DAL WITH INVERTED V..ARABIC LETTER REH WITH INVERTED V
06FA..06FC    ; OLetter # Lo   [3] ARABIC LETTER SHEEN WITH DOT BELOW..ARABIC LETTER GHAIN WITH DOT BELOW
06FF          ; OLetter # Lo       ARABIC LETTER HEH WITH INVERTED V
0710          ; OLetter # Lo       SYRIAC LETTER ALAPH
0712..072F    ; OLetter # Lo  [30] SYRIAC LETTER BETH..SYRIAC LETTER PERSIAN DHALATH
074D..07A5    ; OLetter # Lo  [89] SYRIAC LETTER SOGDIAN ZHAIN..THAANA LETTER WAAVU
07B1          ; OLetter # Lo       THAANA LETTER NAA
07CA..07EA    ; OLetter # Lo  [33] NKO LETTER A..NKO LETTER JONA RA
07F4..07F5    ; OLetter # Lm   [2] NKO HIGH TONE APOSTROPHE..NKO LOW TONE APOSTROPHE
07FA          ; OLetter # Lm       NKO LAJANYALAN
0800..0815    ; OLetter # Lo  [22] SAMARITAN LETTER ALAF..SAMARITAN LETTER TAAF
081A          ; OLetter # Lm       SAMARITAN MODIFIER LETTER EPENTHETIC YUT
0824          ; OLetter # Lm       SAMARITAN MODIFIER LETTER SHORT A
0828          ; OLetter # Lm       SAMARITAN MODIFIER LETTER I
0840..0858    ; OLetter # Lo  [25] MANDAIC LETTER HALQA..MANDAIC LETTER AIN
08A0          ; OLetter # Lo       ARABIC LETTER BEH WITH SMALL V BELOW
08A2..08AC    ; OLetter # Lo  [11] ARABIC LETTER JEEM WITH TWO DOTS ABOVE..ARABIC LETTER ROHINGYA YEH
0904..0939    ; OLetter # Lo  [54] DEVANAGARI LETTER SHORT A..DEVANAGARI LETTER HA
093D          ; OLetter # Lo       DEVANAGARI SIGN AVAGRAHA
0950          ; OLetter # Lo       DEVANAGARI OM
0958..0961    ; OLetter # Lo  [10] DEVANAGARI LETTER QA..DEVANAGARI LETTER VOCALIC LL
0971          ; OLetter # Lm       DEVANAGARI SIGN HIGH SPACING DOT
0972..0977    ; OLetter # Lo   [6] DEVANAGARI LETTER CANDRA A..DEVANAGARI LETTER UUE
0979..097F    ; OLetter # Lo   [7] DEVANAGARI LETTER ZHA..DEVANAGARI LETTER BBA
0985..098C    ; OLetter # Lo   [8] BENGALI LETTER A..BENGALI LETTER VOCALIC L
098F..0990    ; OLetter # Lo   [2] BENGALI LETTER E..BENGALI LETTER AI
0993..09A8    ; OLetter # Lo  [22] BENGALI LETTER O..BENGALI LETTER NA
09AA..09B0    ; OLetter # Lo   [7] BENGALI LETTER PA..BENGALI LETTER RA
09B2          ; OLetter # Lo       BENGALI LETTER LA
09B6..09B9    ; OLetter # Lo   [4] BENGALI LETTER SHA..BENGALI LETTER HA
09BD          ; OLetter # Lo       BENGALI SIGN AVAGRAHA
09CE          ; OLetter # Lo       BENGALI LETTER KHANDA TA
09DC..09DD    ; OLetter # Lo   [2] BENGALI LETTER RRA..BENGALI LETTER RHA
09DF..09E1    ; OLetter # Lo   [3] BENGALI LETTER YYA..BENGALI LETTER VOCALIC LL
09F0..09F1    ; OLetter # Lo   [2] BENGALI LETTER RA WITH MIDDLE DIAGONAL..BENGALI LETTER RA WITH LOWER DIAGONAL
0A05..0A0A    ; OLetter # Lo   [6] GURMUKHI LETTER A..GURMUKHI LETTER UU
0A0F..0A10    ; OLetter # Lo   [2] GURMUKHI LETTER EE..GURMUKHI LETTER AI
0A13..0A28    ; OLetter # Lo  [22] GURMUKHI LETTER OO..GURMUKHI LETTER NA
0A2A..0A30    ; OLetter # Lo   [7] GURMUKHI LETTER PA..GURMUKHI LETTER RA
0A32..0A33    ; OLetter # Lo   [2] GURMUKHI LETTER LA..GURMUKHI LETTER LLA
0A35..0A36    ; OLetter # Lo   [2] GURMUKHI LETTER VA..GURMUKHI LETTER SHA
0A38..0A39    ; OLetter # Lo   [2] GURMUKHI LETTER SA..GURMUKHI LETTER HA
0A59..0A5C    ; OLetter # Lo   [4] GURMUKHI LETTER KHHA..GURMUKHI LETTER RRA
0A5E          ; OLetter # Lo       GURMUKHI LETTER FA
0A72..0A74    ; OLetter # Lo   [3] GURMUKHI IRI..GURMUKHI EK ONKAR
0A85..0A8D    ; OLetter # Lo   [9] GUJARATI LETTER A..GUJARATI VOWEL CANDRA E
0A8F..0A91    ; OLetter # Lo   [3] GUJARATI LETTER E..GUJARATI VOWEL CANDRA O
0A93..0AA8    ; OLetter # Lo  [22] GUJARATI LETTER O..GUJARATI LETTER NA
0AAA..0AB0    ; OLetter # Lo   [7] GUJARATI LETTER PA..GUJARATI LETTER RA
0AB2..0AB3    ; OLetter # Lo   [2] GUJARATI LETTER LA..GUJARATI LETTER LLA
0AB5..0AB9    ; OLetter # Lo   [5] GUJARATI LETTER VA..GUJARATI LETTER HA
0ABD          ; OLetter # Lo       GUJARATI SIGN AVAGRAHA
0AD0          ; OLetter # Lo       GUJARATI OM
0AE0..0AE1    ; OLetter # Lo   [2] GUJARATI LETTER VOCALIC RR..GUJARATI LETTER VOCALIC LL
0B05..0B0C    ; OLetter # Lo   [8] ORIYA LETTER A..ORIYA LETTER VOCALIC L
0B0F..0B10    ; OLetter # Lo   [2] ORIYA LETTER E..ORIYA LETTER AI
0B13..0B28    ; OLetter # Lo  [22] ORIYA LETTER O..ORIYA LETTER NA
0B2A..0B30    ; OLetter # Lo   [7] ORIYA LETTER PA..ORIYA LETTER RA
0B32..0B33    ; OLetter # Lo   [2] ORIYA LETTER LA..ORIYA LETTER LLA
0B35..0B39    ; OLetter # Lo   [5] ORIYA LETTER VA..ORIYA LETTER HA
0B3D          ; OLetter # Lo       ORIYA SIGN AVAGRAHA
0B5C..0B5D    ; OLetter # Lo   [2] ORIYA LETTER RRA..ORIYA LETTER RHA
0B5F..0B61    ; OLetter # Lo   [3] ORIYA LETTER YYA..ORIYA LETTER VOCALIC LL
0B71          ; OLetter # Lo       ORIYA LETTER WA
0B83          ; OLetter # Lo       TAMIL SIGN VISARGA
0B85..0B8A    ; OLetter # Lo   [6] TAMIL LETTER A..TAMIL LETTER UU
0B8E..0B90    ; OLetter # Lo   [3] TAMIL LETTER E..TAMIL LETTER AI
0B92..0B95    ; OLetter # Lo   [4] TAMIL LETTER O..TAMIL LETTER KA
0B99..0B9A    ; OLetter # Lo   [2] TAMIL LETTER NGA..TAMIL LETTER CA
0B9C          ; OLetter # Lo       TAMIL LETTER JA
0B9E..0B9F    ; OLetter # Lo   [2] TAMIL LETTER NYA..TAMIL LETTER TTA
0BA3..0BA4    ; OLetter # Lo   [2] TAMIL LETTER NNA..TAMIL LETTER TA
0BA8..0BAA    ; OLetter # Lo   [3] TAMIL LETTER NA..TAMIL LETTER PA
0BAE..0BB9    ; OLetter # Lo  [12] TAMIL LETTER MA..TAMIL LETTER HA
0BD0          ; OLetter # Lo       TAMIL OM
0C05..0C0C    ; OLetter # Lo   [8] TELUGU LETTER A..TELUGU LETTER VOCALIC L
0C0E..0C10    ; OLetter # Lo   [3] TELUGU LETTER E..TELUGU LETTER AI
0C12..0C28    ; OLetter # Lo  [23] TELUGU LETTER O..TELUGU LETTER NA
0C2A..0C33    ; OLetter # Lo  [10] TELUGU LETTER PA..TELUGU LETTER LLA
0C35..0C39    ; OLetter # Lo   [5] TELUGU LETTER VA..TELUGU LETTER HA
0C3D          ; OLetter # Lo       TELUGU SIGN AVAGRAHA
0C58..0C59    ; OLetter # Lo   [2] TELUGU LETTER TSA..TELUGU LETTER DZA
0C60..0C61    ; OLetter # Lo   [2] TELUGU LETTER VOCALIC RR..TELUGU LETTER VOCALIC LL
0C85..0C8C    ; OLetter # Lo   [8] KANNADA LETTER A..KANNADA LETTER VOCALIC L
0C8E..0C90    ; OLetter # Lo   [3] KANNADA LETTER E..KANNADA LETTER AI
0C92..0CA8    ; OLetter # Lo  [23] KANNADA LETTER O..KANNADA LETTER NA
0CAA..0CB3    ; OLetter # Lo  [10] KANNADA LETTER PA..KANNADA LETTER LLA
0CB5..0CB9    ; OLetter # Lo   [5] KANNADA LETTER VA..KANNADA LETTER HA
0CBD          ; OLetter # Lo       KANNADA SIGN AVAGRAHA
0CDE          ; OLetter # Lo       KANNADA LETTER FA
0CE0..0CE1    ; OLetter # Lo   [2] KANNADA LETTER VOCALIC RR..KANNADA LETTER VOCALIC LL
0CF1..0CF2    ; OLetter # Lo   [2] KANNADA SIGN JIHVAMULIYA..KANNADA SIGN UPADHMANIYA
0D05..0D0C    ; OLetter # Lo   [8] MALAYALAM LETTER A..MALAYALAM LETTER VOCALIC L
0D0E..0D10    ; OLetter # Lo   [3] MALAYALAM LETTER E..MALAYALAM LETTER AI
0D12..0D3A    ; OLetter # Lo  [41] MALAYALAM LETTER O..MALAYALAM LETTER TTTA
0D3D          ; OLetter # Lo       MALAYALAM SIGN AVAGRAHA
0D4E          ; OLetter # Lo       MALAYALAM LETTER DOT REPH
0D60..0D61    ; OLetter # Lo   [2] MALAYALAM LETTER VOCALIC RR..MALAYALAM LETTER VOCALIC LL
0D7A..0D7F    ; OLetter # Lo   [6] MALAYALAM LETTER CHILLU NN..MALAYALAM LETTER CHILLU K
0D85..0D96    ; OLetter # Lo  [18] SINHALA LETTER AYANNA..SINHALA LETTER AUYANNA
0D9A..0DB1    ; OLetter # Lo  [24] SINHALA LETTER ALPAPRAANA KAYANNA..SINHALA LETTER DANTAJA NAYANNA
0DB3..0DBB    ; OLetter # Lo   [9] SINHALA LETTER SANYAKA DAYANNA..SINHALA LETTER RAYANNA
0DBD          ; OLetter # Lo       SINHALA LETTER DANTAJA LAYANNA
0DC0..0DC6    ; OLetter # Lo   [7] SINHALA LETTER VAYANNA..SINHALA LETTER FAYANNA
0E01..0E30    ; OLetter # Lo  [48] THAI CHARACTER KO KAI..THAI CHARACTER SARA A
0E32..0E33    ; OLetter # Lo   [2] THAI CHARACTER SARA AA..THAI CHARACTER SARA AM
0E40..0E45    ; OLetter # Lo   [6] THAI CHARACTER SARA E..THAI CHARACTER LAKKHANGYAO
0E46          ; OLetter # Lm       THAI CHARACTER MAIYAMOK
0E81..0E82    ; OLetter # Lo   [2] LAO LETTER KO..LAO LETTER KHO SUNG
0E84          ; OLetter # Lo       LAO LETTER KHO TAM
0E87..0E88    ; OLetter # Lo   [2] LAO LETTER NGO..LAO LETTER CO
0E8A          ; OLetter # Lo       LAO LETTER SO TAM
0E8D          ; OLetter # Lo       LAO LETTER NYO
0E94..0E97    ; OLetter # Lo   [4] LAO LETTER DO..LAO LETTER THO TAM
0E99..0E9F    ; OLetter # Lo   [7] LAO LETTER NO..LAO LETTER FO SUNG
0EA1..0EA3    ; OLetter # Lo   [3] LAO LETTER MO..LAO LETTER LO LING
0EA5          ; OLetter # Lo       LAO LETTER LO LOOT
0EA7          ; OLetter # Lo       LAO LETTER WO
0EAA..0EAB    ; OLetter # Lo   [2] LAO LETTER SO SUNG..LAO LETTER HO SUNG
0EAD..0EB0    ; OLetter # Lo   [4] LAO LETTER O..LAO VOWEL SIGN A
0EB2..0EB3    ; OLetter # Lo   [2] LAO VOWEL SIGN AA..LAO VOWEL SIGN AM
0EBD          ; OLetter # Lo       LAO SEMIVOWEL SIGN NYO
0EC0..0EC4    ; OLetter # Lo   [5] LAO VOWEL SIGN E..LAO VOWEL SIGN AI
0EC6          ; OLetter # Lm       LAO KO LA
0EDC..0EDF    ; OLetter # Lo   [4] LAO HO NO..LAO LETTER KHMU NYO
0F00          ; OLetter # Lo       TIBETAN SYLLABLE OM
0F40..0F47    ; OLetter # Lo   [8] TIBETAN LETTER KA..TIBETAN LETTER JA
0F49..0F6C    ; OLetter # Lo  [36] TIBETAN LETTER NYA..TIBETAN LETTER RRA
0F88..0F8C    ; OLetter # Lo   [5] TIBETAN SIGN LCE TSA CAN..TIBETAN SIGN INVERTED MCHU CAN
1000..102A    ; OLetter # Lo  [43] MYANMAR LETTER KA..MYANMAR LETTER AU
103F          ; OLetter # Lo       MYANMAR LETTER GREAT SA
1050..1055    ; OLetter # Lo   [6] MYANMAR LETTER SHA..MYANMAR LETTER VOCALIC LL
105A..105D    ; OLetter # Lo   [4] MYANMAR LETTER MON NGA..MYANMAR LETTER MON BBE
1061          ; OLetter # Lo       MYANMAR LETTER SGAW KAREN SHA
1065..1066    ; OLetter # Lo   [2] MYANMAR LETTER WESTERN PWO KAREN THA..MYANMAR LETTER WESTERN PWO KAREN PWA
106E..1070    ; OLetter # Lo   [3] MYANMAR LETTER EASTERN PWO KAREN NNA..MYANMAR LETTER EASTERN PWO KAREN GHWA
1075..1081    ; OLetter # Lo  [13] MYANMAR LETTER SHAN KA..MYANMAR LETTER SHAN HA
108E          ; OLetter # Lo       MYANMAR LETTER RUMAI PALAUNG FA
10D0..10FA    ; OLetter # Lo  [43] GEORGIAN LETTER AN..GEORGIAN LETTER AIN
10FC          ; OLetter # Lm       MODIFIER LETTER GEORGIAN NAR
10FD..1248    ; OLetter # Lo [332] GEORGIAN LETTER AEN..ETHIOPIC SYLLABLE QWA
124A..124D    ; OLetter # Lo   [4] ETHIOPIC SYLLABLE QWI..ETHIOPIC SYLLABLE QWE
1250..1256    ; OLetter # Lo   [7] ETHIOPIC SYLLABLE QHA..ETHIOPIC SYLLABLE QHO
1258          ; OLetter # Lo       ETHIOPIC SYLLABLE QHWA
125A..125D    ; OLetter # Lo   [4] ETHIOPIC SYLLABLE QHWI..ETHIOPIC SYLLABLE QHWE
1260..1288    ; OLetter # Lo  [41] ETHIOPIC SYLLABLE BA..ETHIOPIC SYLLABLE XWA
128A..128D    ; OLetter # Lo   [4] ETHIOPIC SYLLABLE XWI..ETHIOPIC SYLLABLE XWE
1290..12B0    ; OLetter # Lo  [33] ETHIOPIC SYLLABLE NA..ETHIOPIC SYLLABLE KWA
12B2..12B5    ; OLetter # Lo   [4] ETHIOPIC SYLLABLE KWI..ETHIOPIC SYLLABLE KWE
12B8..12BE    ; OLetter # Lo   [7] ETHIOPIC SYLLABLE KXA..ETHIOPIC SYLLABLE KXO
12C0          ; OLetter # Lo       ETHIOPIC SYLLABLE KXWA
12C2..12C5    ; OLetter # Lo   [4] ETHIOPIC SYLLABLE KXWI..ETHIOPIC SYLLABLE KXWE
12C8..12D6    ; OLetter # Lo  [15] ETHIOPIC SYLLABLE WA..ETHIOPIC SYLLABLE PHARYNGEAL O
12D8..1310    ; OLetter # Lo  [57] ETHIOPIC SYLLABLE ZA..ETHIOPIC SYLLABLE GWA
1312..1315    ; OLetter # Lo   [4] ETHIOPIC SYLLABLE GWI..ETHIOPIC SYLLABLE GWE
1318..135A    ; OLetter # Lo  [67] ETHIOPIC SYLLABLE GGA..ETHIOPIC SYLLABLE FYA
1380..138F    ; OLetter # Lo  [16] ETHIOPIC SYLLABLE SEBATBEIT MWA..ETHIOPIC SYLLABLE PWE
13A0..13F4    ; OLetter # Lo  [85] CHEROKEE LETTER A..CHEROKEE LETTER YV
1401..166C    ; OLetter # Lo [620] CANADIAN SYLLABICS E..CANADIAN SYLLABICS CARRIER TTSA
166F..167F    ; OLetter # Lo  [17] CANADIAN SYLLABICS QAI..CANADIAN SYLLABICS BLACKFOOT W
1681..169A    ; OLetter # Lo  [26] OGHAM LETTER BEITH..OGHAM LETTER PEITH
16A0..16EA    ; OLetter # Lo  [75] RUNIC LETTER FEHU FEOH FE F..RUNIC LETTER X
16EE..16F0    ; OLetter # Nl   [3] RUNIC ARLAUG SYMBOL..RUNIC BELGTHOR SYMBOL
1700..170C    ; OLetter # Lo  [13] TAGALOG LETTER A..TAGALOG LETTER YA
170E..1711    ; OLetter # Lo   [4] TAGALOG LETTER LA..TAGALOG LETTER HA
1720..1731    ; OLetter # Lo  [18] HANUNOO LETTER A..HANUNOO LETTER HA
1740..1751    ; OLetter # Lo  [18] BUHID LETTER A..BUHID LETTER HA
1760..176C    ; OLetter # Lo  [13] TAGBANWA LETTER A..TAGBANWA LETTER YA
176E..1770    ; OLetter # Lo   [3] TAGBANWA LETTER LA..TAGBANWA LETTER SA
1780..17B3    ; OLetter # Lo  [52] KHMER LETTER KA..KHMER INDEPENDENT VOWEL QAU
17D7          ; OLetter # Lm       KHMER SIGN LEK TOO
17DC          ; OLetter # Lo       KHMER SIGN AVAKRAHASANYA
1820..1842    ; OLetter # Lo  [35] MONGOLIAN LETTER A..MONGOLIAN LETTER CHI
1843          ; OLetter # Lm       MONGOLIAN LETTER TODO LONG VOWEL SIGN
1844..1877    ; OLetter # Lo  [52] MONGOLIAN LETTER TODO E..MONGOLIAN LETTER MANCHU ZHA
1880..18A8    ; OLetter # Lo  [41] MONGOLIAN LETTER ALI GALI ANUSVARA ONE..MONGOLIAN LETTER MANCHU ALI GALI BHA
18AA          ; OLetter # Lo       MONGOLIAN LETTER MANCHU ALI GALI LHA
18B0..18F5    ; OLetter # Lo  [70] CANADIAN SYLLABICS OY..CANADIAN SYLLABICS CARRIER DENTAL S
1900..191C    ; OLetter # Lo  [29] LIMBU VOWEL-CARRIER LETTER..LIMBU LETTER HA
1950..196D    ; OLetter # Lo  [30] TAI LE LETTER KA..TAI LE LETTER AI
1970..1974    ; OLetter # Lo   [5] TAI LE LETTER TONE-2..TAI LE LETTER TONE-6
1980..19AB    ; OLetter # Lo  [44] NEW TAI LUE LETTER HIGH QA..NEW TAI LUE LETTER LOW SUA
19C1..19C7    ; OLetter # Lo   [7] NEW TAI LUE LETTER FINAL V..NEW TAI LUE LETTER FINAL B
1A00..1A16    ; OLetter # Lo  [23] BUGINESE LETTER KA..BUGINESE LETTER HA
1A20..1A54    ; OLetter # Lo  [53] TAI THAM LETTER HIGH KA..TAI THAM LETTER GREAT SA
1AA7          ; OLetter # Lm       TAI THAM SIGN MAI YAMOK
1B05..1B33    ; OLetter # Lo  [47] BALINESE LETTER AKARA..BALINESE LETTER HA
1B45..1B4B    ; OLetter # Lo   [7] BALINESE LETTER KAF SASAK..BALINESE LETTER ASYURA SASAK
